0.0000000 0.0000000 5.0000000
0.0027778 0.0000000 4.0121185
0.0055556 0.0000000 3.0242369
0.0083333 0.0000000 2.0363554
0.0111111 0.0000000 1.0484738
0.0138889 0.0000000 0.0605923
0.0166667 0.0000000 -0.9272892
0.0194444 0.0000000 -1.9151708
0.0222222 0.0000000 -2.9030523
0.0250000 0.0000000 -3.8909339
0.0277778 0.0000000 -4.8788154
0.0305556 0.0000000 -3.9692258
0.0333333 0.0000000 -3.0596363
0.0361111 0.0000000 -2.1500467
0.0388889 0.0000000 -1.2404571
0.0416667 0.0000000 -0.3308676
0.0444444 0.0000000 0.5787220
0.0472222 0.0000000 1.4883115
0.0500000 0.0000000 2.3979011
0.0527778 0.0000000 3.3074907
0.0555556 0.0000000 4.2170802
0.0583333 0.0000000 4.1893025
0.0611111 0.0000000 4.1615247
0.0638889 0.0000000 4.1337469
0.0666667 0.0000000 4.1059691
0.0694444 0.0000000 4.0781914
0.0722222 0.0000000 4.0504136
0.0750000 0.0000000 4.0226358
0.0777778 0.0000000 3.9948580
0.0805556 0.0000000 3.9670802
0.0833333 0.0000000 3.9393025
0.0861111 0.0000000 3.9115247
0.0888889 0.0000000 3.8837469
0.0916667 0.0000000 3.8559691
0.0944444 0.0000000 3.8281914
0.0972222 0.0000000 3.8004136
0.1000000 0.0000000 3.7726358
0.1027778 0.0000000 3.7448580
0.1055556 0.0000000 3.7170802
0.1083333 0.0000000 3.6893025
0.1111111 0.0000000 3.6615247
0.1138889 0.0000000 3.6337469
0.1166667 0.0000000 3.6059691
0.1194444 0.0000000 3.5781914
0.1222222 0.0000000 3.5504136
0.1250000 0.0000000 3.5226358
0.1277778 0.0000000 3.4948580
0.1305556 0.0000000 3.4670802
0.1333333 0.0000000 3.4393025
0.1361111 0.0000000 3.4115247
0.1388889 0.0000000 3.3837469
0.1416667 0.0000000 3.3559691
0.1444444 0.0000000 3.3281914
0.1472222 0.0000000 3.3004136
0.1500000 0.0000000 3.2726358
0.1527778 0.0000000 3.2448580
0.1555556 0.0000000 3.2170802
0.1583333 0.0000000 3.1893025
0.1611111 0.0000000 3.1615247
0.1638889 0.0000000 3.1337469
0.1666667 0.0000000 3.1059691
0.1694444 0.0000000 3.0781914
0.1722222 0.0000000 3.0504136
0.1750000 0.0000000 3.0226358
0.1777778 0.0000000 2.9948580
0.1805556 0.0000000 2.9670802
0.1833333 0.0000000 2.9393025
0.1861111 0.0000000 2.9115247
0.1888889 0.0000000 2.8837469
0.1916667 0.0000000 2.8559691
0.1944444 0.0000000 2.8281914
0.1972222 0.0000000 2.8004136
0.2000000 0.0000000 2.7726358
0.2027778 0.0000000 2.7448580
0.2055556 0.0000000 2.7170802
0.2083333 0.0000000 2.6893025
0.2111111 0.0000000 2.6615247
0.2138889 0.0000000 2.6337469
0.2166667 0.0000000 2.6059691
0.2194444 0.0000000 2.5781914
0.2222222 0.0000000 2.5504136
0.2250000 0.0000000 2.5226358
0.2277778 0.0000000 2.4948580
0.2305556 0.0000000 2.4670802
0.2333333 0.0000000 2.4393025
0.2361111 0.0000000 2.4115247
0.2388889 0.0000000 2.3837469
0.2416667 0.0000000 2.3559691
0.2444444 0.0000000 2.3281914
0.2472222 0.0000000 2.3004136
0.2500000 0.0000000 2.2726358
0.2527778 0.0000000 2.2448580
0.2555556 0.0000000 2.2170802
0.2583333 0.0000000 2.1893025
0.2611111 0.0000000 2.1615247
0.2638889 0.0000000 2.1337469
0.2666667 0.0000000 2.1059691
0.2694444 0.0000000 2.0781914
0.2722222 0.0000000 2.0504136
0.2750000 0.0000000 2.0226358
0.2777778 0.0000000 1.9948580
0.2805556 0.0000000 1.9670802
0.2833333 0.0000000 1.9393025
0.2861111 0.0000000 1.9115247
0.2888889 0.0000000 1.8837469
0.2916667 0.0000000 1.8559691
0.2944444 0.0000000 1.8281914
0.2972222 0.0000000 1.8004136
0.3000000 0.0000000 1.7726358
0.3027778 0.0000000 1.7448580
0.3055556 0.0000000 1.7170802
0.3083333 0.0000000 1.6893025
0.3111111 0.0000000 1.6615247
0.3138889 0.0000000 1.6337469
0.3166667 0.0000000 1.6059691
0.3194444 0.0000000 1.5781914
0.3222222 0.0000000 1.5504136
0.3250000 0.0000000 1.5226358
0.3277778 0.0000000 1.4948580
0.3305556 0.0000000 1.4670802
0.3333333 0.0000000 1.4393025
0.3361111 0.0000000 1.4115247
0.3388889 0.0000000 1.3837469
0.3416667 0.0000000 1.3559691
0.3444444 0.0000000 1.3281914
0.3472222 0.0000000 1.3004136
0.3500000 0.0000000 1.2726358
0.3527778 0.0000000 1.2448580
0.3555556 0.0000000 1.2170802
0.3583333 0.0000000 1.1893025
0.3611111 0.0000000 1.1615247
0.3638889 0.0000000 1.1337469
0.3666667 0.0000000 1.1059691
0.3694444 0.0000000 1.0781914
0.3722222 0.0000000 1.0504136
0.3750000 0.0000000 1.0226358
0.3777778 0.0000000 0.9948580
0.3805556 0.0000000 0.9670802
0.3833333 0.0000000 0.9393025
0.3861111 0.0000000 0.9115247
0.3888889 0.0000000 0.8837469
0.3916667 0.0000000 0.8559691
0.3944444 0.0000000 0.8281914
0.3972222 0.0000000 0.8004136
0.4000000 0.0000000 0.7726358
0.4027778 0.0000000 0.7448580
0.4055556 0.0000000 0.7170802
0.4083333 0.0000000 0.6893025
0.4111111 0.0000000 0.6615247
0.4138889 0.0000000 0.6337469
0.4166667 0.0000000 0.6059691
0.4194444 0.0000000 0.5781914
0.4222222 0.0000000 0.5504136
0.4250000 0.0000000 0.5226358
0.4277778 0.0000000 0.4948580
0.4305556 0.0000000 0.4670802
0.4333333 0.0000000 0.4393025
0.4361111 0.0000000 0.4115247
0.4388889 0.0000000 0.3837469
0.4416667 0.0000000 0.3559691
0.4444444 0.0000000 0.3281914
0.4472222 0.0000000 1.2832538
0.4500000 0.0000000 2.2383162
0.4527778 0.0000000 3.1933786
0.4555556 0.0000000 4.1484410
0.4583333 0.0000000 5.1035034
0.4611111 0.0000000 6.0585658
0.4638889 0.0000000 7.0136282
0.4666667 0.0000000 7.9686906
0.4694444 0.0000000 8.9237530
0.4722222 0.0000000 9.8788154
0.4750000 0.0000000 8.8909339
0.4777778 0.0000000 7.9030523
0.4805556 0.0000000 6.9151708
0.4833333 0.0000000 5.9272892
0.4861111 0.0000000 4.9394077
0.4888889 0.0000000 3.9515262
0.4916667 0.0000000 2.9636446
0.4944444 0.0000000 1.9757631
0.4972222 0.0000000 0.9878815
0.5000000 0.0000000 0.0000000
0.5027778 10.0000000 0.9878815
0.5055556 10.0000000 1.9757631
0.5083333 10.0000000 2.9636446
0.5111111 10.0000000 3.9515262
0.5138889 10.0000000 4.9394077
0.5166667 10.0000000 5.9272892
0.5194444 10.0000000 6.9151708
0.5222222 10.0000000 7.9030523
0.5250000 10.0000000 8.8909339
0.5277778 10.0000000 9.8788154
0.5305556 10.0000000 8.9692258
0.5333333 10.0000000 8.0596363
0.5361111 10.0000000 7.1500467
0.5388889 10.0000000 6.2404571
0.5416667 10.0000000 5.3308676
0.5444444 10.0000000 4.4212780
0.5472222 10.0000000 3.5116885
0.5500000 10.0000000 2.6020989
0.5527778 10.0000000 1.6925093
0.5555556 10.0000000 0.7829198
0.5583333 10.0000000 0.8106975
0.5611111 10.0000000 0.8384753
0.5638889 10.0000000 0.8662531
0.5666667 10.0000000 0.8940309
0.5694444 10.0000000 0.9218086
0.5722222 10.0000000 0.9495864
0.5750000 10.0000000 0.9773642
0.5777778 10.0000000 1.0051420
0.5805556 10.0000000 1.0329198
0.5833333 10.0000000 1.0606975
0.5861111 10.0000000 1.0884753
0.5888889 10.0000000 1.1162531
0.5916667 10.0000000 1.1440309
0.5944444 10.0000000 1.1718086
